Date,Units,NAV,Amount
01-11-2025,8.353,119.71,1000.0
05-11-2025,677.739,118.03,80000.0
11-12-2025,175.532,113.9338,20000.0
11-12-2025,175.532,113.9338,20000.0
02-01-2026,87.23,114.63,10000.0
02-02-2026,189.484,105.54,20000.0
16-02-2026,186.449,107.2624,20000.0
05-03-2026,99.424,100.5741,10000.0
